1	110	10.4770	3.9850	4.1375	4.1218	0.9871	17.0871
1	147	9.7078	4.0006	3.6581	3.7178	1.0323	13.6672
1	129	9.9157	3.9972	3.9636	3.7703	0.8797	15.0033
1	114	10.0940	4.0008	3.9708	3.9776	0.9316	15.8458
1	126	9.9438	4.0033	4.0011	3.9362	0.7926	15.7946
1	123	10.0106	4.0103	4.3536	3.8823	0.8954	17.0654
1	103	10.0690	4.0023	4.0687	3.7733	0.9363	15.4502
1	95	9.9286	4.0020	4.3323	4.2944	0.9447	18.6544
1	126	9.9521	4.0027	3.8902	3.8552	0.8836	15.0496
1	127	10.3199	3.9904	3.9810	3.3558	0.8318	13.6119
1	115	9.8589	4.0079	3.8660	3.9955	0.9373	15.4981
1	123	10.1336	3.9898	4.1246	4.0492	0.8958	16.7565
1	117	10.0299	3.9972	3.9434	3.5874	0.9290	14.2596
1	117	9.7248	4.0147	4.0443	3.7208	0.9871	15.1509
1	153	10.3073	3.9890	3.9143	4.1223	1.0493	16.2112
1	124	9.6848	4.0211	4.1404	4.0788	0.7938	16.9444
1	128	10.5630	3.9701	3.7115	3.7388	0.8035	13.9129
1	104	9.2649	4.0384	4.1854	3.5137	0.9489	14.9746
1	145	10.2134	3.9835	3.6529	3.9687	1.0302	14.6026
1	135	9.6426	4.0141	4.1683	4.0215	1.0050	16.8274
1	150	10.1067	4.0028	4.3763	3.7904	1.0329	16.8311
1	122	9.4814	4.0153	3.3747	3.4233	0.7348	11.5960
1	154	10.2726	3.9872	4.0961	4.0418	1.0600	16.5937
1	97	9.5151	4.0211	3.7696	3.8324	0.9549	14.4897
1	137	9.6657	4.0068	4.2008	3.9551	1.0164	16.6853
1	124	10.5210	3.9828	4.2539	3.6952	0.9174	15.9116
1	89	9.7335	4.0105	3.7826	4.0939	0.9607	15.5787
1	158	9.7122	4.0030	3.7586	4.1313	1.0643	15.6650
1	126	9.7582	3.9917	4.0976	4.2113	0.8682	17.3055
1	122	9.6417	4.0230	4.0944	4.4665	0.8704	18.4185
1	142	9.7351	3.9961	3.8527	4.0557	1.0250	15.6936
1	124	10.0853	3.9982	4.1964	4.0639	0.8926	17.1096
1	112	9.5001	4.0174	4.3029	4.0066	0.9200	17.3394
1	127	9.9889	3.9947	3.8542	3.4858	0.9034	13.5400
1	113	9.7952	4.0011	4.3157	4.0948	0.9271	17.7459
1	128	9.8094	4.0121	3.7990	3.8810	0.8312	14.7931
1	121	10.0815	3.9955	4.1034	3.6465	0.7277	15.1006
1	161	10.0619	4.0028	3.5731	3.3308	1.0781	11.9882
1	117	10.2200	3.9931	3.8278	4.1169	0.9894	15.8375
1	101	9.7947	3.9900	4.1173	4.0440	0.9502	16.6989
1	128	9.9432	4.0039	4.2694	4.0564	0.8090	17.3691
1	83	10.5228	3.9838	3.4652	4.1834	0.9706	14.8038
1	158	9.9412	4.0085	4.0320	4.1099	1.0585	16.6452
1	127	10.0984	3.9753	3.9384	4.3124	0.8227	17.0927
1	122	10.6796	3.9737	4.3453	4.3292	0.7710	18.8630
1	93	10.6135	3.9637	3.5912	4.2851	0.9716	15.6773
1	171	9.5390	4.0140	4.2786	4.3305	1.0997	18.5989
1	161	10.2621	3.9930	3.9730	4.5136	1.0581	18.1729
1	89	9.9469	4.0085	3.7154	3.7755	0.9539	14.0885
1	124	10.3445	3.9943	4.2823	3.9723	0.9062	17.1020
1	60	9.8637	3.9939	3.9323	3.9802	0.9690	15.6886
1	121	9.4943	4.0221	4.1374	4.0243	0.7508	16.7054
1	182	9.9903	3.9970	3.9183	3.6823	1.1482	14.5102
0	200	9.9024	3.9970	3.9640	4.0055	1.2316	15.9469
1	124	10.1877	3.9978	4.1398	4.1908	0.8334	17.4085
1	94	9.7342	4.0156	3.8751	3.9027	0.9422	15.1790
1	130	10.7813	3.9663	4.3101	3.7695	1.0095	16.4271
1	158	10.1558	3.9950	3.7522	4.4599	1.0588	17.0505
1	178	10.1463	4.0023	3.8338	4.2382	1.1272	16.3952
